From,Name,Relationship_Type,Rel_value,To,Name
23,tt23,Similar to,0.27,66,tt66
23,tt23,Similar to,0.94,67,tt67
23,tt23,Similar to,0.87,68,tt68
23,tt23,Similar to,0.5,69,tt69
23,tt23,Similar to,0.72,70,tt70
23,tt23,Similar to,0.18,71,tt71
23,tt23,Similar to,0,72,tt72
23,tt23,Similar to,0.59,73,tt73
23,tt23,Similar to,0.58,74,tt74
23,tt23,Similar to,0.07,75,tt75
23,tt23,Similar to,0.43,76,tt76
23,tt23,Similar to,0.02,77,tt77
23,tt23,Similar to,0.89,78,tt78
23,tt23,Similar to,0.26,79,tt79
23,tt23,Similar to,0.54,80,tt80
23,tt23,Similar to,0.58,81,tt81
23,tt23,Similar to,0.3,82,tt82
23,tt23,Similar to,0.71,83,tt83
23,tt23,Similar to,0.84,84,tt84
23,tt23,Similar to,0,85,tt85
23,tt23,Similar to,0.35,86,tt86
23,tt23,Similar to,0.08,87,tt87
23,tt23,Similar to,0.83,88,tt88
23,tt23,Similar to,0.01,89,tt89
23,tt23,Similar to,0.7,90,tt90
23,tt23,Similar to,0.47,91,tt91
23,tt23,Similar to,0.91,92,tt92
23,tt23,Similar to,0.7,93,tt93
23,tt23,Similar to,0.06,94,tt94
23,tt23,Similar to,0.41,95,tt95
23,tt23,Similar to,0.48,96,tt96
23,tt23,Similar to,0.54,97,tt97
23,tt23,Similar to,0.33,98,tt98
23,tt23,Similar to,0.36,99,tt99
23,tt23,Similar to,1,100,tt100
24,tt24,Similar to,0.7,25,tt25
24,tt24,Similar to,0.42,26,tt26
24,tt24,Similar to,0.07,27,tt27
24,tt24,Similar to,0.64,28,tt28
24,tt24,Similar to,0.94,29,tt29
24,tt24,Similar to,0.4,30,tt30
24,tt24,Similar to,0.53,31,tt31
24,tt24,Similar to,0,32,tt32
24,tt24,Similar to,0.07,33,tt33
24,tt24,Similar to,0.46,34,tt34
24,tt24,Similar to,0.69,35,tt35
24,tt24,Similar to,0.52,36,tt36
24,tt24,Similar to,0.2,37,tt37
24,tt24,Similar to,0.98,38,tt38
24,tt24,Similar to,0.36,39,tt39
24,tt24,Similar to,0.4,40,tt40
24,tt24,Similar to,0.44,41,tt41
24,tt24,Similar to,0.32,42,tt42
24,tt24,Similar to,0,43,tt43
24,tt24,Similar to,0.93,44,tt44
24,tt24,Similar to,0.02,45,tt45
24,tt24,Similar to,0.66,46,tt46
24,tt24,Similar to,0.36,47,tt47
24,tt24,Similar to,0.79,48,tt48
24,tt24,Similar to,0.82,49,tt49
24,tt24,Similar to,0.42,50,tt50
24,tt24,Similar to,0.3,51,tt51
24,tt24,Similar to,0.46,52,tt52
24,tt24,Similar to,0.57,53,tt53
24,tt24,Similar to,0.08,54,tt54
24,tt24,Similar to,0.23,55,tt55
24,tt24,Similar to,0.41,56,tt56
24,tt24,Similar to,0.38,57,tt57
24,tt24,Similar to,0.96,58,tt58
24,tt24,Similar to,0.61,59,tt59
24,tt24,Similar to,0.44,60,tt60
24,tt24,Similar to,0.1,61,tt61
24,tt24,Similar to,0.29,62,tt62
24,tt24,Similar to,0.7,63,tt63
24,tt24,Similar to,0.2,64,tt64
24,tt24,Similar to,0.82,65,tt65
24,tt24,Similar to,0.96,66,tt66
24,tt24,Similar to,0.77,67,tt67
24,tt24,Similar to,0.23,68,tt68
24,tt24,Similar to,0.21,69,tt69
24,tt24,Similar to,0.56,70,tt70
24,tt24,Similar to,0.34,71,tt71
24,tt24,Similar to,0.29,72,tt72
24,tt24,Similar to,0.24,73,tt73
24,tt24,Similar to,0.5,74,tt74
24,tt24,Similar to,0.68,75,tt75
24,tt24,Similar to,0.36,76,tt76
24,tt24,Similar to,1,77,tt77
24,tt24,Similar to,0.83,78,tt78
24,tt24,Similar to,0.25,79,tt79
24,tt24,Similar to,0.87,80,tt80
24,tt24,Similar to,0.97,81,tt81
24,tt24,Similar to,0.28,82,tt82
24,tt24,Similar to,0.85,83,tt83
24,tt24,Similar to,0.53,84,tt84
24,tt24,Similar to,0.55,85,tt85
24,tt24,Similar to,0.15,86,tt86
24,tt24,Similar to,0.02,87,tt87
24,tt24,Similar to,0.92,88,tt88
24,tt24,Similar to,0.27,89,tt89
24,tt24,Similar to,0.08,90,tt90
24,tt24,Similar to,0.41,91,tt91
24,tt24,Similar to,0.32,92,tt92
24,tt24,Similar to,0.68,93,tt93
24,tt24,Similar to,0.47,94,tt94
24,tt24,Similar to,0.83,95,tt95
24,tt24,Similar to,0.83,96,tt96
24,tt24,Similar to,0.38,97,tt97
24,tt24,Similar to,1,98,tt98
24,tt24,Similar to,0.27,99,tt99
24,tt24,Similar to,0.68,100,tt100
25,tt25,Similar to,0.48,26,tt26
25,tt25,Similar to,0.83,27,tt27
25,tt25,Similar to,1,28,tt28
25,tt25,Similar to,0.18,29,tt29
25,tt25,Similar to,0.05,30,tt30
25,tt25,Similar to,0.37,31,tt31
25,tt25,Similar to,0.35,32,tt32
25,tt25,Similar to,0.01,33,tt33
25,tt25,Similar to,0.27,34,tt34
25,tt25,Similar to,1,35,tt35
25,tt25,Similar to,0.26,36,tt36
25,tt25,Similar to,0.93,37,tt37
25,tt25,Similar to,0.62,38,tt38
25,tt25,Similar to,0.85,39,tt39
25,tt25,Similar to,0.62,40,tt40
25,tt25,Similar to,0.56,41,tt41
25,tt25,Similar to,0.71,42,tt42
25,tt25,Similar to,0.22,43,tt43
25,tt25,Similar to,0.63,44,tt44
25,tt25,Similar to,0.13,45,tt45
25,tt25,Similar to,0.85,46,tt46
25,tt25,Similar to,0.88,47,tt47
25,tt25,Similar to,0.84,48,tt48
25,tt25,Similar to,0.46,49,tt49
25,tt25,Similar to,0.04,50,tt50
25,tt25,Similar to,0.9,51,tt51
25,tt25,Similar to,0.75,52,tt52
25,tt25,Similar to,0.83,53,tt53
25,tt25,Similar to,0.09,54,tt54
25,tt25,Similar to,0.92,55,tt55
25,tt25,Similar to,0.22,56,tt56
25,tt25,Similar to,0.19,57,tt57
25,tt25,Similar to,0.3,58,tt58
25,tt25,Similar to,0.16,59,tt59
25,tt25,Similar to,0.89,60,tt60
25,tt25,Similar to,0.94,61,tt61
25,tt25,Similar to,0.48,62,tt62
25,tt25,Similar to,0.91,63,tt63
25,tt25,Similar to,0.61,64,tt64
25,tt25,Similar to,0.47,65,tt65
25,tt25,Similar to,0.39,66,tt66
25,tt25,Similar to,0.94,67,tt67
25,tt25,Similar to,0.45,68,tt68
25,tt25,Similar to,0.99,69,tt69
25,tt25,Similar to,0.82,70,tt70
25,tt25,Similar to,0,71,tt71
25,tt25,Similar to,0.31,72,tt72
25,tt25,Similar to,0.97,73,tt73
25,tt25,Similar to,0.19,74,tt74
25,tt25,Similar to,0.15,75,tt75
25,tt25,Similar to,0.68,76,tt76
25,tt25,Similar to,0.61,77,tt77
25,tt25,Similar to,0.78,78,tt78
25,tt25,Similar to,0.68,79,tt79
25,tt25,Similar to,0.28,80,tt80
25,tt25,Similar to,0.57,81,tt81
25,tt25,Similar to,0.78,82,tt82
25,tt25,Similar to,0.34,83,tt83
25,tt25,Similar to,0.7,84,tt84
25,tt25,Similar to,0.95,85,tt85
25,tt25,Similar to,0.28,86,tt86
25,tt25,Similar to,0.48,87,tt87
25,tt25,Similar to,0.44,88,tt88
25,tt25,Similar to,0.46,89,tt89
25,tt25,Similar to,0.84,90,tt90
25,tt25,Similar to,0.34,91,tt91
25,tt25,Similar to,0.18,92,tt92
25,tt25,Similar to,0.86,93,tt93
25,tt25,Similar to,0.69,94,tt94
25,tt25,Similar to,0.97,95,tt95
25,tt25,Similar to,0.6,96,tt96
25,tt25,Similar to,0.22,97,tt97
25,tt25,Similar to,0.56,98,tt98
25,tt25,Similar to,0.91,99,tt99
25,tt25,Similar to,0.75,100,tt100
26,tt26,Similar to,0.11,27,tt27
26,tt26,Similar to,0.33,28,tt28
26,tt26,Similar to,0.32,29,tt29
26,tt26,Similar to,0.24,30,tt30
26,tt26,Similar to,0.38,31,tt31
26,tt26,Similar to,0.45,32,tt32
26,tt26,Similar to,0.52,33,tt33
26,tt26,Similar to,0.55,34,tt34
26,tt26,Similar to,0.33,35,tt35
26,tt26,Similar to,0.88,36,tt36
26,tt26,Similar to,0,37,tt37
26,tt26,Similar to,0.32,38,tt38
26,tt26,Similar to,0.57,39,tt39
26,tt26,Similar to,0.58,40,tt40
26,tt26,Similar to,0.11,41,tt41
26,tt26,Similar to,0.3,42,tt42
26,tt26,Similar to,0.16,43,tt43
26,tt26,Similar to,0.64,44,tt44
26,tt26,Similar to,0.23,45,tt45
26,tt26,Similar to,0.52,46,tt46
26,tt26,Similar to,0.69,47,tt47
26,tt26,Similar to,0.58,48,tt48
26,tt26,Similar to,0.06,49,tt49
26,tt26,Similar to,0.7,50,tt50
26,tt26,Similar to,0.46,51,tt51
26,tt26,Similar to,0.18,52,tt52
26,tt26,Similar to,0.73,53,tt53
26,tt26,Similar to,0.33,54,tt54
26,tt26,Similar to,0.1,55,tt55
26,tt26,Similar to,0.83,56,tt56
26,tt26,Similar to,0.59,57,tt57
26,tt26,Similar to,0.01,58,tt58
26,tt26,Similar to,0.95,59,tt59
26,tt26,Similar to,0.39,60,tt60
26,tt26,Similar to,0.96,61,tt61
26,tt26,Similar to,0.82,62,tt62
26,tt26,Similar to,0.91,63,tt63
26,tt26,Similar to,0.13,64,tt64
26,tt26,Similar to,0.2,65,tt65
26,tt26,Similar to,0.2,66,tt66
26,tt26,Similar to,0.6,67,tt67
26,tt26,Similar to,0.23,68,tt68
26,tt26,Similar to,0.39,69,tt69
26,tt26,Similar to,0.09,70,tt70
26,tt26,Similar to,0.89,71,tt71
26,tt26,Similar to,0.51,72,tt72
26,tt26,Similar to,0.34,73,tt73
26,tt26,Similar to,0.95,74,tt74
26,tt26,Similar to,0.77,75,tt75
26,tt26,Similar to,0.98,76,tt76
26,tt26,Similar to,0.98,77,tt77
26,tt26,Similar to,0.66,78,tt78
26,tt26,Similar to,0.3,79,tt79
26,tt26,Similar to,0.1,80,tt80
26,tt26,Similar to,0.83,81,tt81
26,tt26,Similar to,0.91,82,tt82
26,tt26,Similar to,0.87,83,tt83
26,tt26,Similar to,0.23,84,tt84
26,tt26,Similar to,0.61,85,tt85
26,tt26,Similar to,0.91,86,tt86
26,tt26,Similar to,0.04,87,tt87
26,tt26,Similar to,0.1,88,tt88
26,tt26,Similar to,0.3,89,tt89
26,tt26,Similar to,0.61,90,tt90
26,tt26,Similar to,0.26,91,tt91
26,tt26,Similar to,0.75,92,tt92
26,tt26,Similar to,0.61,93,tt93
26,tt26,Similar to,0.51,94,tt94
26,tt26,Similar to,0.23,95,tt95
26,tt26,Similar to,0.23,96,tt96
26,tt26,Similar to,0.51,97,tt97
26,tt26,Similar to,0.2,98,tt98
26,tt26,Similar to,0.42,99,tt99
26,tt26,Similar to,0.69,100,tt100
27,tt27,Similar to,0.75,28,tt28
27,tt27,Similar to,0.24,29,tt29
27,tt27,Similar to,0.81,30,tt30
27,tt27,Similar to,0.83,31,tt31
27,tt27,Similar to,0.3,32,tt32
27,tt27,Similar to,0.59,33,tt33
27,tt27,Similar to,0.21,34,tt34
27,tt27,Similar to,0.68,35,tt35
27,tt27,Similar to,0.33,36,tt36
27,tt27,Similar to,0.28,37,tt37
27,tt27,Similar to,0.35,38,tt38
27,tt27,Similar to,0.15,39,tt39
27,tt27,Similar to,0.59,40,tt40
27,tt27,Similar to,0.87,41,tt41
27,tt27,Similar to,0.02,42,tt42
27,tt27,Similar to,1,43,tt43
27,tt27,Similar to,0.79,44,tt44
27,tt27,Similar to,0.07,45,tt45
27,tt27,Similar to,0.76,46,tt46
27,tt27,Similar to,0.42,47,tt47
27,tt27,Similar to,0.78,48,tt48
27,tt27,Similar to,0.26,49,tt49
27,tt27,Similar to,0.78,50,tt50
27,tt27,Similar to,0.27,51,tt51
27,tt27,Similar to,0.78,52,tt52
27,tt27,Similar to,0.15,53,tt53
27,tt27,Similar to,0.9,54,tt54
27,tt27,Similar to,0.14,55,tt55
27,tt27,Similar to,0.83,56,tt56
27,tt27,Similar to,0.43,57,tt57
27,tt27,Similar to,0.93,58,tt58
27,tt27,Similar to,0.21,59,tt59
27,tt27,Similar to,0.14,60,tt60
27,tt27,Similar to,0.5,61,tt61
27,tt27,Similar to,0,62,tt62
27,tt27,Similar to,0.28,63,tt63
27,tt27,Similar to,0.56,64,tt64
27,tt27,Similar to,0.74,65,tt65
27,tt27,Similar to,0.44,66,tt66
27,tt27,Similar to,0.3,67,tt67
27,tt27,Similar to,0.05,68,tt68
27,tt27,Similar to,0.41,69,tt69
27,tt27,Similar to,0.44,70,tt70
27,tt27,Similar to,0.98,71,tt71
27,tt27,Similar to,0.35,72,tt72
27,tt27,Similar to,0.27,73,tt73
27,tt27,Similar to,0.28,74,tt74
27,tt27,Similar to,0.3,75,tt75
27,tt27,Similar to,0.68,76,tt76
27,tt27,Similar to,0.75,77,tt77
27,tt27,Similar to,0.57,78,tt78
27,tt27,Similar to,0.15,79,tt79
27,tt27,Similar to,0.28,80,tt80
27,tt27,Similar to,0.54,81,tt81
27,tt27,Similar to,0.77,82,tt82
27,tt27,Similar to,0.01,83,tt83
27,tt27,Similar to,0.79,84,tt84
27,tt27,Similar to,0.02,85,tt85
27,tt27,Similar to,0.25,86,tt86
27,tt27,Similar to,0.32,87,tt87
27,tt27,Similar to,0.71,88,tt88
27,tt27,Similar to,0.73,89,tt89
27,tt27,Similar to,0.98,90,tt90
27,tt27,Similar to,0.29,91,tt91
27,tt27,Similar to,0.07,92,tt92
27,tt27,Similar to,0.67,93,tt93
27,tt27,Similar to,0.19,94,tt94
27,tt27,Similar to,0.53,95,tt95
27,tt27,Similar to,0.31,96,tt96
27,tt27,Similar to,0.74,97,tt97
27,tt27,Similar to,0.62,98,tt98
27,tt27,Similar to,0.54,99,tt99
27,tt27,Similar to,0.86,100,tt100
28,tt28,Similar to,0.74,29,tt29
28,tt28,Similar to,0.55,30,tt30
28,tt28,Similar to,0.94,31,tt31
28,tt28,Similar to,0.94,32,tt32
28,tt28,Similar to,0.14,33,tt33
28,tt28,Similar to,0.77,34,tt34
28,tt28,Similar to,0.43,35,tt35
28,tt28,Similar to,0.48,36,tt36
28,tt28,Similar to,0.91,37,tt37
28,tt28,Similar to,0.15,38,tt38
28,tt28,Similar to,0.63,39,tt39
28,tt28,Similar to,0.44,40,tt40
28,tt28,Similar to,0.57,41,tt41
28,tt28,Similar to,0.52,42,tt42
28,tt28,Similar to,0.84,43,tt43
28,tt28,Similar to,0.46,44,tt44
28,tt28,Similar to,0.69,45,tt45
28,tt28,Similar to,0.55,46,tt46
28,tt28,Similar to,0.95,47,tt47
28,tt28,Similar to,0.72,48,tt48
28,tt28,Similar to,0.31,49,tt49
28,tt28,Similar to,0.06,50,tt50
28,tt28,Similar to,0.56,51,tt51
28,tt28,Similar to,0.34,52,tt52
28,tt28,Similar to,0.37,53,tt53
28,tt28,Similar to,0.04,54,tt54
28,tt28,Similar to,0.85,55,tt55
28,tt28,Similar to,0.15,56,tt56
28,tt28,Similar to,0.32,57,tt57
28,tt28,Similar to,0.94,58,tt58
28,tt28,Similar to,0.1,59,tt59
28,tt28,Similar to,0.31,60,tt60
28,tt28,Similar to,0.08,61,tt61
28,tt28,Similar to,0.55,62,tt62
28,tt28,Similar to,0.63,63,tt63
28,tt28,Similar to,0.72,64,tt64
28,tt28,Similar to,0.29,65,tt65
28,tt28,Similar to,0.97,66,tt66
28,tt28,Similar to,0.64,67,tt67
28,tt28,Similar to,0.08,68,tt68
28,tt28,Similar to,0.21,69,tt69
28,tt28,Similar to,0.59,70,tt70
28,tt28,Similar to,0.84,71,tt71
28,tt28,Similar to,0.45,72,tt72
28,tt28,Similar to,0.44,73,tt73
28,tt28,Similar to,0.84,74,tt74
28,tt28,Similar to,0.29,75,tt75
28,tt28,Similar to,0.52,76,tt76
28,tt28,Similar to,0.14,77,tt77
28,tt28,Similar to,0.38,78,tt78
28,tt28,Similar to,0.4,79,tt79
28,tt28,Similar to,0.12,80,tt80
28,tt28,Similar to,0.94,81,tt81
28,tt28,Similar to,0.97,82,tt82
28,tt28,Similar to,0.47,83,tt83
28,tt28,Similar to,0.87,84,tt84
28,tt28,Similar to,0.76,85,tt85
28,tt28,Similar to,0.8,86,tt86
28,tt28,Similar to,0.5,87,tt87
28,tt28,Similar to,0.9,88,tt88
28,tt28,Similar to,0.78,89,tt89
28,tt28,Similar to,0.19,90,tt90
28,tt28,Similar to,0.63,91,tt91
28,tt28,Similar to,0.3,92,tt92
28,tt28,Similar to,0.05,93,tt93
28,tt28,Similar to,0.57,94,tt94
28,tt28,Similar to,0.47,95,tt95
28,tt28,Similar to,0.36,96,tt96
28,tt28,Similar to,0.63,97,tt97
28,tt28,Similar to,0.66,98,tt98
28,tt28,Similar to,0.62,99,tt99
28,tt28,Similar to,0.5,100,tt100
29,tt29,Similar to,0.05,30,tt30
29,tt29,Similar to,0.95,31,tt31
29,tt29,Similar to,0.38,32,tt32
29,tt29,Similar to,0.75,33,tt33
29,tt29,Similar to,0.19,34,tt34
29,tt29,Similar to,0.61,35,tt35
29,tt29,Similar to,0.95,36,tt36
29,tt29,Similar to,0.94,37,tt37
29,tt29,Similar to,0.15,38,tt38
29,tt29,Similar to,0.75,39,tt39
29,tt29,Similar to,0.65,40,tt40
29,tt29,Similar to,0.86,41,tt41
29,tt29,Similar to,0.02,42,tt42
29,tt29,Similar to,0.01,43,tt43
29,tt29,Similar to,0.83,44,tt44
29,tt29,Similar to,0.22,45,tt45
29,tt29,Similar to,0,46,tt46
29,tt29,Similar to,0.6,47,tt47
29,tt29,Similar to,0.51,48,tt48
29,tt29,Similar to,0.93,49,tt49
29,tt29,Similar to,0.3,50,tt50
29,tt29,Similar to,1,51,tt51
29,tt29,Similar to,0.26,52,tt52
29,tt29,Similar to,0.18,53,tt53
29,tt29,Similar to,0.89,54,tt54
29,tt29,Similar to,0.76,55,tt55
29,tt29,Similar to,0.13,56,tt56
29,tt29,Similar to,0.41,57,tt57
29,tt29,Similar to,0.51,58,tt58
29,tt29,Similar to,0.54,59,tt59
29,tt29,Similar to,0.21,60,tt60
29,tt29,Similar to,0.65,61,tt61
29,tt29,Similar to,0.41,62,tt62
29,tt29,Similar to,0.88,63,tt63
29,tt29,Similar to,0.32,64,tt64
29,tt29,Similar to,0.26,65,tt65
29,tt29,Similar to,0.2,66,tt66
29,tt29,Similar to,0.3,67,tt67
29,tt29,Similar to,0.06,68,tt68
29,tt29,Similar to,0.81,69,tt69
29,tt29,Similar to,0.66,70,tt70
29,tt29,Similar to,0.14,71,tt71
29,tt29,Similar to,0.3,72,tt72
29,tt29,Similar to,0.97,73,tt73
29,tt29,Similar to,0.45,74,tt74
29,tt29,Similar to,0.55,75,tt75
29,tt29,Similar to,0.37,76,tt76
29,tt29,Similar to,0.28,77,tt77
29,tt29,Similar to,0.31,78,tt78
29,tt29,Similar to,0.55,79,tt79
29,tt29,Similar to,0.98,80,tt80
29,tt29,Similar to,0.03,81,tt81
29,tt29,Similar to,0.37,82,tt82
29,tt29,Similar to,0.08,83,tt83
29,tt29,Similar to,0.41,84,tt84
29,tt29,Similar to,0.25,85,tt85
29,tt29,Similar to,0.57,86,tt86
29,tt29,Similar to,0.61,87,tt87
29,tt29,Similar to,0.13,88,tt88
29,tt29,Similar to,0.88,89,tt89
29,tt29,Similar to,0.36,90,tt90
29,tt29,Similar to,0.13,91,tt91
29,tt29,Similar to,0.98,92,tt92
29,tt29,Similar to,0.25,93,tt93
29,tt29,Similar to,0.83,94,tt94
29,tt29,Similar to,0.07,95,tt95
29,tt29,Similar to,0.26,96,tt96
29,tt29,Similar to,0.5,97,tt97
29,tt29,Similar to,0.72,98,tt98
29,tt29,Similar to,0.99,99,tt99
29,tt29,Similar to,0.38,100,tt100
3,tt3,Similar to,0.5,4,tt4
3,tt3,Similar to,0.43,5,tt5
3,tt3,Similar to,0.74,6,tt6
3,tt3,Similar to,0.85,7,tt7
3,tt3,Similar to,0,8,tt8
3,tt3,Similar to,0.54,9,tt9
3,tt3,Similar to,0.05,10,tt10
3,tt3,Similar to,0.57,11,tt11
3,tt3,Similar to,0.31,12,tt12
3,tt3,Similar to,0.79,13,tt13
3,tt3,Similar to,0.38,14,tt14
3,tt3,Similar to,0.44,15,tt15
3,tt3,Similar to,0.97,16,tt16
3,tt3,Similar to,0.93,17,tt17
3,tt3,Similar to,0.18,18,tt18
3,tt3,Similar to,0.75,19,tt19
3,tt3,Similar to,0.94,20,tt20
3,tt3,Similar to,0.91,21,tt21
3,tt3,Similar to,0.82,22,tt22
3,tt3,Similar to,0.43,23,tt23
3,tt3,Similar to,0.72,24,tt24
3,tt3,Similar to,0.43,25,tt25
3,tt3,Similar to,0.23,26,tt26
3,tt3,Similar to,0.95,27,tt27
3,tt3,Similar to,0.95,28,tt28
3,tt3,Similar to,0.69,29,tt29
3,tt3,Similar to,0.77,30,tt30
3,tt3,Similar to,0.54,31,tt31
3,tt3,Similar to,0.13,32,tt32
3,tt3,Similar to,0.68,33,tt33
3,tt3,Similar to,0.64,34,tt34
3,tt3,Similar to,0.26,35,tt35
3,tt3,Similar to,0.43,36,tt36
3,tt3,Similar to,0.95,37,tt37
3,tt3,Similar to,0.11,38,tt38
3,tt3,Similar to,0.07,39,tt39
3,tt3,Similar to,0.36,40,tt40
3,tt3,Similar to,0.97,41,tt41
3,tt3,Similar to,0.19,42,tt42
3,tt3,Similar to,0.85,43,tt43
3,tt3,Similar to,0.49,44,tt44
3,tt3,Similar to,0.43,45,tt45
3,tt3,Similar to,0.9,46,tt46
3,tt3,Similar to,0.85,47,tt47
3,tt3,Similar to,0.33,48,tt48
3,tt3,Similar to,0.49,49,tt49
3,tt3,Similar to,0.87,50,tt50
3,tt3,Similar to,0.3,51,tt51
3,tt3,Similar to,0.09,52,tt52
3,tt3,Similar to,0.25,53,tt53
3,tt3,Similar to,0.25,54,tt54
3,tt3,Similar to,0.98,55,tt55
3,tt3,Similar to,0.99,56,tt56
3,tt3,Similar to,0.97,57,tt57
3,tt3,Similar to,0.19,58,tt58
3,tt3,Similar to,0.81,59,tt59
3,tt3,Similar to,0.44,60,tt60
3,tt3,Similar to,0.21,61,tt61
3,tt3,Similar to,0.7,62,tt62
3,tt3,Similar to,0,63,tt63
3,tt3,Similar to,0.38,64,tt64
3,tt3,Similar to,0.35,65,tt65
3,tt3,Similar to,0,66,tt66
3,tt3,Similar to,0.19,67,tt67
3,tt3,Similar to,0.4,68,tt68
3,tt3,Similar to,0.19,69,tt69
3,tt3,Similar to,0.92,70,tt70
3,tt3,Similar to,0.16,71,tt71
3,tt3,Similar to,0.25,72,tt72
3,tt3,Similar to,0.08,73,tt73
3,tt3,Similar to,0.15,74,tt74
3,tt3,Similar to,0.71,75,tt75
3,tt3,Similar to,0.56,76,tt76
3,tt3,Similar to,0.72,77,tt77
3,tt3,Similar to,0.76,78,tt78
3,tt3,Similar to,0.49,79,tt79
3,tt3,Similar to,0.19,80,tt80
3,tt3,Similar to,0.61,81,tt81
3,tt3,Similar to,0.49,82,tt82
3,tt3,Similar to,0.33,83,tt83
3,tt3,Similar to,0.16,84,tt84
3,tt3,Similar to,0.44,85,tt85
3,tt3,Similar to,0.51,86,tt86
3,tt3,Similar to,0.23,87,tt87
3,tt3,Similar to,0.23,88,tt88
3,tt3,Similar to,0.63,89,tt89
3,tt3,Similar to,0.96,90,tt90
3,tt3,Similar to,0.63,91,tt91
3,tt3,Similar to,0.36,92,tt92
3,tt3,Similar to,0.52,93,tt93
3,tt3,Similar to,0.02,94,tt94
3,tt3,Similar to,0.43,95,tt95
3,tt3,Similar to,0.76,96,tt96
3,tt3,Similar to,0.8,97,tt97
3,tt3,Similar to,0.78,98,tt98
3,tt3,Similar to,0.34,99,tt99
3,tt3,Similar to,0.19,100,tt100
30,tt30,Similar to,0.75,31,tt31
30,tt30,Similar to,0.82,32,tt32
30,tt30,Similar to,0.53,33,tt33
30,tt30,Similar to,0.7,34,tt34
30,tt30,Similar to,0.05,35,tt35
30,tt30,Similar to,0.1,36,tt36
30,tt30,Similar to,0.45,37,tt37
30,tt30,Similar to,0.27,38,tt38
30,tt30,Similar to,0.9,39,tt39
30,tt30,Similar to,0.77,40,tt40
30,tt30,Similar to,0.85,41,tt41
30,tt30,Similar to,0.93,42,tt42
30,tt30,Similar to,0.18,43,tt43
30,tt30,Similar to,0.73,44,tt44
30,tt30,Similar to,0.41,45,tt45
30,tt30,Similar to,0.88,46,tt46
30,tt30,Similar to,0.62,47,tt47
30,tt30,Similar to,0.31,48,tt48
30,tt30,Similar to,0.45,49,tt49
30,tt30,Similar to,0.05,50,tt50
30,tt30,Similar to,0.13,51,tt51
30,tt30,Similar to,0.93,52,tt52
30,tt30,Similar to,0.37,53,tt53
30,tt30,Similar to,0.5,54,tt54
30,tt30,Similar to,0.95,55,tt55
30,tt30,Similar to,0.93,56,tt56
30,tt30,Similar to,0.89,57,tt57
30,tt30,Similar to,0.02,58,tt58
30,tt30,Similar to,0.91,59,tt59
30,tt30,Similar to,0.7,60,tt60
30,tt30,Similar to,1,61,tt61
30,tt30,Similar to,0.93,62,tt62
30,tt30,Similar to,0.88,63,tt63
30,tt30,Similar to,0.34,64,tt64
30,tt30,Similar to,0.64,65,tt65
30,tt30,Similar to,0.73,66,tt66
30,tt30,Similar to,0.62,67,tt67
30,tt30,Similar to,0.87,68,tt68
30,tt30,Similar to,0.61,69,tt69
30,tt30,Similar to,0.58,70,tt70
30,tt30,Similar to,0.84,71,tt71
30,tt30,Similar to,0.77,72,tt72
30,tt30,Similar to,0.46,73,tt73
30,tt30,Similar to,0.08,74,tt74
30,tt30,Similar to,0.15,75,tt75
30,tt30,Similar to,0.86,76,tt76
30,tt30,Similar to,0.1,77,tt77
30,tt30,Similar to,0.85,78,tt78
30,tt30,Similar to,0.25,79,tt79
30,tt30,Similar to,0.5,80,tt80
30,tt30,Similar to,0.84,81,tt81
30,tt30,Similar to,0.76,82,tt82
30,tt30,Similar to,0.04,83,tt83
30,tt30,Similar to,0.65,84,tt84
30,tt30,Similar to,0.39,85,tt85
30,tt30,Similar to,0.16,86,tt86
30,tt30,Similar to,0.24,87,tt87
30,tt30,Similar to,0.02,88,tt88
30,tt30,Similar to,0.11,89,tt89
30,tt30,Similar to,0.47,90,tt90
30,tt30,Similar to,0.68,91,tt91
30,tt30,Similar to,0.74,92,tt92
30,tt30,Similar to,0.11,93,tt93
30,tt30,Similar to,0.32,94,tt94
30,tt30,Similar to,0.71,95,tt95
30,tt30,Similar to,0.71,96,tt96
30,tt30,Similar to,0.09,97,tt97
30,tt30,Similar to,0.62,98,tt98
30,tt30,Similar to,0.14,99,tt99
30,tt30,Similar to,0.73,100,tt100
31,tt31,Similar to,0.24,32,tt32
31,tt31,Similar to,0.43,33,tt33
31,tt31,Similar to,0.02,34,tt34
31,tt31,Similar to,0.56,35,tt35
31,tt31,Similar to,0.66,36,tt36
31,tt31,Similar to,0.41,37,tt37
31,tt31,Similar to,0.04,38,tt38
31,tt31,Similar to,0.26,39,tt39
31,tt31,Similar to,0.08,40,tt40
31,tt31,Similar to,0.27,41,tt41
31,tt31,Similar to,0.19,42,tt42
31,tt31,Similar to,0.08,43,tt43
31,tt31,Similar to,0.7,44,tt44
31,tt31,Similar to,0.54,45,tt45
31,tt31,Similar to,0.67,46,tt46
31,tt31,Similar to,0.92,47,tt47
31,tt31,Similar to,0.37,48,tt48
31,tt31,Similar to,0.78,49,tt49
31,tt31,Similar to,0.7,50,tt50
31,tt31,Similar to,0.68,51,tt51
31,tt31,Similar to,0.14,52,tt52
31,tt31,Similar to,0.86,53,tt53
31,tt31,Similar to,0.8,54,tt54
31,tt31,Similar to,0.18,55,tt55
